video,short-term_memorability,nb_short-term_annotations,long-term_memorability,nb_long-term_annotations,caption sc,caption lc,C3D sc,Asthetic Median sc,Asthetic Median lc,C3D lc
7511,0.8790675770375724,34,0.7909137691337963,18,0.8811164040751445,0.7779191990324082,0.87095,0.8830875000000007,0.8260232698357748,0.7817934086345941
7513,0.8521994228662788,34,0.7774887753960724,19,0.8633388457325579,0.7738621514563989,0.84919,0.8329299999999994,0.7812585533160161,0.7809722453554755
7515,0.845758161911854,33,0.8041377882159857,13,0.843232573823708,0.8093442743738573,0.8622000000000004,0.8343674999999999,0.8159437263739172,0.781918877742311
7516,0.8607369308432001,34,0.789811324186229,11,0.8548538616863999,0.800144696622571,0.8472600000000002,0.8859800000000005,0.7742965946055336,0.7846593088942405
7517,0.8502220510593261,33,0.7806800557447335,13,0.8575541021186526,0.7870035873093522,0.8152399999999997,0.8705399999999994,0.7786891429380118,0.7700239054222179
7518,0.8753579926454309,33,0.7802960852031672,10,0.8836472352908616,0.7737347234544163,0.8744900000000001,0.8596475000000006,0.7914767858398206,0.7822381080640156
7519,0.8521340224716376,32,0.7822710872082178,10,0.8742580449432751,0.7979412478169561,0.8206600000000001,0.8393599999999999,0.7604407009160815,0.7727611522828773
7520,0.8553170876135918,33,0.7684153963129512,14,0.8720179252271836,0.7721794961821252,0.80993,0.8673024999999999,0.7641266562278425,0.7651759366597118
7521,0.8857192610292001,34,0.7921708391993795,14,0.8860696246225024,0.7928895852193283,0.8987402948717944,0.8719975000000012,0.8010764754830411,0.7818277108758201
7522,0.8826110569120194,33,0.7930813067517586,16,0.9067508638240387,0.8180622510631227,0.8670999999999998,0.8498425000000003,0.7511282130700687,0.7850725118107204
7523,0.8404666426071917,34,0.7876199404904778,14,0.8521107852143834,0.7989390601774892,0.8117000000000003,0.8459450000000001,0.7733461140972319,0.779255527509701
7524,0.8668005655539153,50,0.7757176724973034,22,0.8742135269411638,0.7798008046394672,0.8528999999999997,0.8658752083333335,0.7619870813946009,0.7812819993156784
7525,0.8574474616190031,42,0.7882767526760628,10,0.8666911732380059,0.8018029378146428,0.7982900000000002,0.8981175000000003,0.768028069843901,0.7814730652310644
7526,0.8711640885216355,31,0.7501763660861657,20,0.8568969270432713,0.7442286611427733,0.89387,0.8769924999999995,0.7301623710011734,0.7820857710579425
7527,0.8496699814986658,33,0.77247748885043,17,0.8173562129973313,0.7298067799219834,0.8768099999999999,0.8871575000000006,0.8481115531698684,0.7821848423878845
7528,0.8574137810971165,32,0.7681733732184138,10,0.8484413121942332,0.766869445735221,0.8689999999999999,0.8637724999999996,0.7571275923150127,0.7818270090882008
7530,0.8523458783802765,34,0.777565228521901,11,0.8333442567605531,0.7683991407376354,0.8821900000000007,0.8605049999999993,0.7911572656278756,0.7823053669844576
7531,0.8651235731993212,33,0.7857965076790817,14,0.8606996463986424,0.7679985322530292,0.8808300000000001,0.8582650000000001,0.8253543937752919,0.7818345724349767
7532,0.8486102565996224,33,0.7621481407234414,14,0.8316692631992446,0.7572784918563176,0.8872099999999999,0.8438925000000004,0.7518895989038711,0.7821459802772591
7533,0.8563106825759963,34,0.8062403461976135,9,0.8589851151519928,0.8100171549047938,0.8536999999999998,0.8535725000000001,0.8235121174733793,0.7814149575074875
7534,0.84576049109761,34,0.7826019219395575,10,0.83420098219522,0.7705939595399666,0.8660700000000001,0.8485699999999996,0.8073185825070917,0.7819011861712052
7535,0.8602533031444655,34,0.7792444507052194,10,0.8755828562889314,0.7702836868622188,0.83552,0.8543274999999995,0.7950709788075558,0.781339450288884
7536,0.8333557251126062,46,0.7506834734180304,11,0.8459789502252129,0.7477917323452485,0.7927999999999998,0.8486649999999994,0.7579587442260154,0.7491916847556094
7538,0.8542879643748015,34,0.7634364020418067,10,0.8679871787496032,0.7732096131420959,0.8467300000000004,0.8344474999999991,0.7260120691863744,0.7813143126966609
7539,0.8633658267776877,32,0.7793094640753856,10,0.8564141535553748,0.7655051875389444,0.8869500000000002,0.8536850000000009,0.8041997839727787,0.782027697250875
7540,0.8507899858156609,33,0.7732208809668706,10,0.8654287216313222,0.7896009703293652,0.8740900000000004,0.7982124999999985,0.7313852690265354,0.7822963141822167
7541,0.8440170036875714,35,0.7645368146922353,10,0.8242352573751432,0.7460578434651637,0.8729900000000002,0.8546074999999987,0.7817785682097111,0.7842530036289026
7542,0.8556554689756769,33,0.8114293808067328,12,0.8566546879513534,0.7956281184220602,0.8323899999999999,0.8769225000000008,0.874621042625697,0.7798402437571139
7543,0.8471467666569704,33,0.7697301089248976,12,0.8515660333139409,0.767223004152767,0.82707,0.8583849999999997,0.7650523486783289,0.7794220787157278
7544,0.8269118207524524,34,0.7611439711214205,11,0.8150798915049049,0.7643567602122032,0.80628,0.8712074999999999,0.7814815044090264,0.7343808596522493
7545,0.8606958826616609,33,0.8027648372253597,13,0.8520555153233218,0.791658915596986,0.8331999999999999,0.9054725000000003,0.8459657166647987,0.7817758010426684
7546,0.8780620115166647,34,0.7925936820415569,14,0.8966277730333293,0.821169383465124,0.8993300000000001,0.8196625000000002,0.7414371872913355,0.7865987739446437
7548,0.8573118507849549,38,0.7549845105658759,9,0.8597417571254649,0.7637529731246451,0.8795588888888889,0.830205000000001,0.7082830243594704,0.7841490716547429
7549,0.8687450106761205,34,0.770285059566872,13,0.8738600213522412,0.7649295512537402,0.8757700000000002,0.8514899999999999,0.7699431248181563,0.7813380109418514
7550,0.8681539742189648,56,0.7934314995237375,21,0.85864044843793,0.7586605018541087,0.8721899999999997,0.8831449999999996,0.8708869322173769,0.7855180621693554
7552,0.8482952576755538,32,0.7741056817476147,16,0.8611430153511075,0.7559826299364347,0.8169,0.8539950000000003,0.802829722173112,0.7816277449444773
7554,0.8658884654377125,51,0.7734147515374439,24,0.8729731808754247,0.7668227333846207,0.8529800000000001,0.8646275000000005,0.7794290205877143,0.7805845187928196
7555,0.8552124428731847,55,0.7812514929307492,13,0.8640823857463696,0.7839737546477752,0.85769,0.8349949999999993,0.7750873595818482,0.7819711028455988
7556,0.8748910380758615,33,0.7984176041803377,19,0.9006683261517235,0.8033606808963754,0.8573700000000001,0.840857499999999,0.8051202732592642,0.7818287816693359
7558,0.8690123606882396,33,0.7718645560032316,16,0.8760559713764788,0.7825301469622247,0.8754400000000002,0.8484975000000006,0.7383902237808002,0.7840077063076768
7560,0.8661163273694992,33,0.7870993709514481,12,0.8566126547389988,0.7740319883032469,0.8604199999999997,0.8908199999999994,0.8215812952749126,0.7787522119243859
7562,0.8230398590193289,33,0.7682056223316771,10,0.8142734680386576,0.7653082047191261,0.8210699999999999,0.8425425000000004,0.7722743975077531,0.7699316823807033
7563,0.8485400973877818,32,0.7792837992843873,16,0.8357876947755633,0.7646823586220503,0.8583700000000001,0.8642150000000005,0.8053406992738372,0.7824297806196115
7565,0.8492726401455459,34,0.7851447784201893,10,0.855655280291092,0.8036369013551107,0.8438699999999999,0.84191,0.7621435794958241,0.7711617314747116
7566,0.8696516044064454,34,0.8022115386444315,13,0.8547132088128916,0.7963614235875962,0.8899699999999993,0.8792099999999992,0.8261471371084104,0.7899761702941228
7567,0.8505288342500689,32,0.7762294718476033,12,0.8523676685001381,0.7677347531170667,0.8328399999999995,0.86454,0.7892365036930722,0.7802118774632075
7568,0.8740213061379323,34,0.7822565592516451,13,0.872482612275865,0.7790443553115987,0.8990999999999998,0.8520199999999994,0.7704838058422838,0.8004537205410989
7569,0.8580114922203316,43,0.7850265245709132,10,0.8505754844406631,0.7570167187740567,0.85064,0.8802549999999999,0.8482243640100038,0.7778482967255355
7571,0.8613941057755123,32,0.7994769065276032,11,0.8438319615510247,0.8041959030111475,0.89121,0.8667024999999999,0.8059957733125311,0.7835200467755866
7572,0.8472114026407989,34,0.7646429579181891,11,0.8455165552815974,0.7589369361801503,0.8749400000000004,0.8228725000000003,0.7584861613288073,0.7822117979836489
7573,0.8436025209068261,37,0.7808927376703042,11,0.8507125418136526,0.7911885985129717,0.8423499999999997,0.8306349999999993,0.7585218107239008,0.7826719429313727
7574,0.8686267103026221,36,0.779107519375828,12,0.8841559206052443,0.7748475425643357,0.8640199999999997,0.842175,0.785149639997572,0.7815853523770685
7575,0.8683640414188891,34,0.7648475162567712,14,0.8783955828377783,0.7378862233609909,0.8654,0.8512649999999998,0.8018158321995679,0.7818017861055351
7576,0.8565737561875088,33,0.7766054414250869,12,0.8275600123750173,0.7554529854332435,0.8757800000000002,0.8953950000000003,0.8136881160103233,0.7818276788235372
7578,0.8672226307538705,47,0.7772803813461975,11,0.8775353751441044,0.7756932776901594,0.8433900000000003,0.8704297727272728,0.7763503791516615,0.7813845908528096
7579,0.8546178756079286,33,0.785653655832545,15,0.8771645012158569,0.7843683880961734,0.8281999999999999,0.8359425000000007,0.792737698883741,0.7811401482540924
7580,0.8836985724609061,33,0.7859394898544464,17,0.9056221449218121,0.798215813036941,0.86887,0.85468,0.7654803427612857,0.7818459905826181
7581,0.8556854159404175,33,0.7681433265634321,14,0.8603541652141682,0.7724663238504401,0.8739108333333337,0.8281224999999999,0.7458321226274813,0.781808535925367
7582,0.886872364253282,34,0.789826346591723,10,0.8891858396176748,0.7710184118360546,0.8878800000000002,0.8812377777777782,0.8348920287768278,0.7823765339179554
7584,0.860152423962071,34,0.7831375837835268,10,0.8684373479241422,0.8048563515220135,0.8886800000000001,0.8150549999999999,0.7399361488105411,0.7829014832795392
7585,0.8723652577862497,41,0.7864899402106948,16,0.8974830155724994,0.8020544786861177,0.8528600000000006,0.8416349999999991,0.7592942359849636,0.7825565674855804
7587,0.8664733655290537,33,0.7800419532690891,16,0.8759406199469967,0.7877794845589972,0.8375400000000001,0.8764722222222214,0.7958815440587972,0.7487272998995647
7588,0.8412465550587563,76,0.7521552727402292,16,0.8113981101175123,0.7357150951865672,0.8812000000000004,0.8609900000000007,0.7550834506945142,0.7821074498932683
7589,0.833639270874079,35,0.7679879839507124,11,0.8418935417481576,0.7746760930761297,0.8354899999999997,0.815280000000001,0.7597261645419711,0.7628735851086192
7590,0.8499559677742062,58,0.7903159373791447,13,0.8479969355484119,0.7938451135651684,0.8500500000000001,0.853780000000001,0.795110487668024,0.7784630347182181
7591,0.8650455955072759,34,0.7790904227304158,10,0.8631724410145515,0.7712417980073557,0.8751600000000002,0.8586775000000002,0.7925554627265264,0.7813226321804255
7592,0.8592363506196186,33,0.7759251644236043,11,0.8485164512392374,0.7896968246868963,0.8915499999999998,0.8483624999999997,0.7348586399013655,0.7894483684192586
7593,0.8274420233735943,33,0.7838641278533197,15,0.8301852967471889,0.776210687481442,0.8049500000000002,0.8444474999999995,0.8086696418885447,0.7743654945618506
7596,0.878687408421082,33,0.7929014492366129,12,0.8655944734355708,0.7759256156001558,0.8972281868131863,0.8863325000000001,0.8118270846026273,0.8079274811435128
7597,0.8703833220336036,33,0.7824191220334485,11,0.863202894067207,0.7654542617742849,0.87425,0.8808775000000004,0.816035148948464,0.7827328156367601
7598,0.8612881833253196,32,0.7884869570353927,11,0.8763713666506391,0.7809286246770789,0.8335500000000003,0.85886,0.8118063654031715,0.7802842133842415
7599,0.8741295931702936,32,0.786384961326326,14,0.8831704363405868,0.7903737226254753,0.8646399999999999,0.8655375000000006,0.7828069566942041,0.781985443360149
7600,0.8406055098788037,34,0.766352436374772,9,0.8397897697576069,0.7776255509001301,0.8425699999999999,0.8402725000000011,0.7379288368356252,0.7722298068632026
7602,0.8502546958061157,33,0.7871084271844053,10,0.8414381416122316,0.7827519914799319,0.8677900000000001,0.8503524999999996,0.801091556230479,0.7818381695472787
7603,0.855624414367441,34,0.7655827454431978,24,0.8482150787348819,0.7510998675380427,0.8642499999999997,0.8618175000000002,0.7783366606758875,0.7817945860208187
7604,0.8497338211030498,42,0.8068529308700938,10,0.8569676422060997,0.8294041982326964,0.8050899999999995,0.8799100000000009,0.8010234285446305,0.7675798984703521
7605,0.8265088206615246,39,0.7930844547301813,11,0.8172563913230498,0.8057058577628349,0.8273299999999998,0.8441924999999993,0.7907492103556147,0.7701768930394407
7606,0.8704013758661125,34,0.7908108553443162,10,0.8881415017322248,0.793728960678451,0.8423199999999997,0.8630025000000007,0.802913230529557,0.7728722694908057
7607,0.8698329931773051,33,0.7850369534294805,12,0.8667109863546103,0.7811912351745612,0.8803300000000002,0.8655799999999997,0.7752249741660372,0.8025403692027626
7608,0.861564294730053,36,0.7866202883054942,12,0.8473485894601057,0.7991992628671405,0.8847700000000001,0.8667900000000008,0.7648878497448595,0.7831947777428362
7609,0.8635911180784036,33,0.7779542583625985,16,0.8734847361568079,0.7815059072113909,0.8786224999999998,0.8287724999999991,0.7669776832575442,0.7818275357700678
7610,0.8535964055703813,66,0.7846293796716395,15,0.8594740611407624,0.8028614272401515,0.8808799999999997,0.8145575000000007,0.7509049329447428,0.7818897312615121
7611,0.8518909686697839,33,0.7825253793064024,20,0.8514156873395677,0.7837116503645591,0.8460600000000005,0.8586724999999994,0.7852912463782459,0.7773869701182458
7612,0.864175609772774,35,0.7947834309342983,16,0.8877249695455479,0.8101963430653437,0.8116400000000003,0.8696124999999995,0.7942233998023689,0.7645176378041365
7613,0.849324315302861,32,0.7859504371681831,10,0.834713491716833,0.7839205068655354,0.8634100000000001,0.864460277777778,0.7941460634659854,0.7818146714756765
7614,0.8721769829640014,32,0.7752543761501403,11,0.8702627159280033,0.7647325394417226,0.8828499999999997,0.865332499999999,0.7896432692172727,0.781909156499843
7615,0.8611988273694993,33,0.7745881231592199,12,0.8566126547389988,0.7740319883032469,0.8920800000000003,0.8394899999999993,0.7684699523199933,0.7818185637103926
7616,0.8409687630603673,33,0.7753148147887052,10,0.8545816094540678,0.796474176006794,0.8577218333333331,0.7969900000000003,0.7263824164324415,0.7819284907087916
7617,0.8480420362141127,32,0.7875584106833515,18,0.841902822428225,0.7914175218889602,0.8520899999999999,0.8562725000000008,0.7859835283868521,0.7814150705686339
7618,0.8475965214140445,34,0.7816388959859426,11,0.8271021336678048,0.7620858868450803,0.8667040405427905,0.869477777777778,0.8205562709915126,0.7818275392620974
7619,0.8398188602145983,34,0.763100179883293,11,0.8428923587075848,0.7614748068866112,0.8375157234432231,0.8359750000000002,0.7476235625218879,0.7818275432380623
7621,0.8528791884612001,33,0.7673982775400545,12,0.8491496269223999,0.7701805340759394,0.8487200000000006,0.8644975000000001,0.7484819299728094,0.7807501120355297
7624,0.8786521073117356,33,0.7954085593828345,20,0.8759940757345822,0.7853356051856152,0.8669500000000001,0.8956702777777782,0.8293898573590043,0.7815731698011036
7625,0.8564733081016332,34,0.8000764946674711,10,0.8477403662032663,0.7813015473109124,0.8634399999999998,0.8669725000000007,0.8560316229244083,0.7816712611236516
7626,0.856003570735449,33,0.7803499247506044,12,0.8796746414708982,0.7963190112056167,0.8247399999999999,0.8399249999999996,0.764325896240106,0.7644357803510784
7627,0.8711574575982047,35,0.7914942438404073,17,0.8796474151964095,0.791416359302142,0.8703699999999993,0.8549650000000005,0.8047842768253772,0.7783599799319683
7628,0.8457392070256483,34,0.7627622974070172,12,0.8419659140512965,0.7473387365130391,0.8633,0.8357250000000004,0.7750098556158461,0.7813618609861445
7629,0.8641190559950662,70,0.7635037835220627,12,0.8658256119901325,0.7715600201208943,0.8614599999999999,0.8633650000000002,0.7471823645924177,0.7637127292540447
7631,0.853691829104468,33,0.7769217336783187,10,0.8557511582089361,0.7645435716957821,0.8268699999999999,0.8763949999999994,0.8051281263114242,0.7734716650102866
7632,0.8839088568463622,33,0.7976561724721871,15,0.8918827136927239,0.8242181808526163,0.87223,0.879640000000001,0.7603039087833354,0.7818844194001808
7633,0.8590373005995212,32,0.7830207400208644,16,0.8461583511990426,0.7807746204122932,0.8563400000000004,0.8874924999999991,0.7857616554688105,0.7847720637900611
7634,0.8583391634398723,44,0.7966720432580223,12,0.8394720768797437,0.7901004784410546,0.8950800000000002,0.8593325000000017,0.8168400336517838,0.7896471824981962
7635,0.8683522354353553,33,0.786972903566849,12,0.8859644708707104,0.793145129340446,0.8354200000000002,0.8660600000000004,0.7799019977139471,0.7816993578725571
7636,0.8566252234622204,32,0.7791818939257835,10,0.8480991969244405,0.7593711671409422,0.8691400000000001,0.8611625000000003,0.8156168063703348,0.7823684350509149
7637,0.8475065428403454,34,0.7701669229232404,15,0.839525585680691,0.780876673784721,0.8668200000000001,0.8441549999999998,0.737087707955945,0.7818266361675749
7638,0.8664290474275685,34,0.7812933324043019,13,0.8600255948551372,0.7927316333443829,0.8646099999999997,0.8810550000000003,0.758147738773914,0.7815623241545279
7640,0.8590157251126064,34,0.7673001536578995,13,0.8459789502252129,0.7477917323452485,0.8837900000000001,0.8603149999999995,0.7734729257791559,0.8001442241619449
7641,0.8741593298220323,34,0.7942152719654494,17,0.907918659644064,0.8104765731172623,0.8044099999999997,0.876390000000001,0.8070554447458408,0.7488524968814324
7642,0.8581526772237749,39,0.7851246526415981,10,0.8477966044475496,0.7651994866636953,0.83384,0.9031775000000002,0.8299362790250955,0.7801633582139066
7643,0.8548679678507664,34,0.7661768207383142,10,0.8471196857015327,0.7626172131193671,0.8861999999999999,0.8390325,0.7524424157341878,0.7870304409803344
7644,0.8698856968392521,44,0.7924085619138803,9,0.8722351436785037,0.799277911357633,0.8777800000000003,0.8572925000000005,0.7890179979847762,0.782060426955479
7646,0.8536919168616421,43,0.7771417448909118,10,0.8452313337232843,0.7840838398801663,0.8815800000000003,0.8427249999999996,0.7583958244659339,0.7820034753373807
7647,0.8589176487197403,32,0.784234887217057,13,0.8766552974394807,0.8079920082868969,0.87773,0.8046300000000002,0.7348762953499123,0.7860792369445221
7648,0.8558651550536803,44,0.7680232544985993,10,0.863806560107361,0.7641368906865595,0.8532599999999997,0.8425874999999995,0.7644143763766965,0.7794048602445819
7649,0.8645328564941277,34,0.7847366996340394,11,0.8730032129882557,0.7968231725350752,0.8428700000000002,0.869254999999999,0.7849696211291204,0.7603308323368867
7650,0.8572024420730755,31,0.7891569201866192,12,0.8649911341461509,0.797188220738524,0.7913000000000006,0.9075274999999998,0.846739135273058,0.7155121039963708
7651,0.8726492095929919,33,0.7747702473612625,10,0.8724309191859843,0.7760095993217268,0.8821899999999997,0.8635449999999995,0.7655883836384041,0.7814734071631925
7652,0.8411912098989835,33,0.7850679375221886,18,0.8424824197979665,0.7763339527960484,0.8397300000000003,0.8400700000000006,0.8055695380074598,0.7820343064891981
7654,0.8552424184160254,34,0.7702111587612206,9,0.8708035868320507,0.7582871999271689,0.8552999999999996,0.8240625000000005,0.7819718962911353,0.7822983388994097
7655,0.8754594169837151,33,0.7791213927408054,11,0.86632758396743,0.773785944771303,0.8879199999999997,0.8812625000000005,0.7873093020292316,0.7816043793913842
7656,0.8567113565289025,34,0.756396077859204,13,0.8783539630578048,0.7370821032051015,0.8438900000000001,0.8262475000000004,0.7697718694349931,0.7816482355916202
7657,0.8576203951054852,46,0.7799283062961349,10,0.8916870402109704,0.7916898304536103,0.8295399999999996,0.8175675000000001,0.7549692454635393,0.7813643188137794
7659,0.8428254042570068,31,0.766811147306101,11,0.8538670585140135,0.7777055966399534,0.8251500000000002,0.8384175000000001,0.7312442437633486,0.7805891521811483
7660,0.8390340106261993,33,0.7919883886851564,12,0.8404367712523986,0.8097215371373895,0.82848,0.8467825000000003,0.7696471247289384,0.7788633557369087
7661,0.8598412029613809,35,0.7758703944018885,13,0.8738986559227614,0.7834848653524403,0.84935,0.8422175000000008,0.7546589459235171,0.7818529009791567
7662,0.8718428453444402,34,0.7763812128342351,10,0.87064694068888,0.7608691036093232,0.8540000000000005,0.8920775000000001,0.8001218541937091,0.7836647899245851
7664,0.8528816310350308,32,0.7726151955106793,10,0.857927012070062,0.7744258372459086,0.8378199999999998,0.8578524999999995,0.7794546288853783,0.7621544786655213
7665,0.8625716826284057,33,0.7847143763498206,10,0.8419371152568116,0.7802340260128098,0.91054,0.8558724999999994,0.7776454595629378,0.8007439938107245
7667,0.8595105440234704,38,0.7675582176526234,12,0.8490985880469405,0.7665048952972566,0.8621900000000002,0.8776550000000003,0.7516646832835858,0.7855583967323942
7669,0.8416611518105217,33,0.764883205647685,12,0.8212160536210441,0.7465340261367814,0.8618099999999997,0.8624024999999992,0.7874045409892511,0.7790602293279257
7670,0.8713441753790112,34,0.784528654324449,10,0.898300975758023,0.7830331594322694,0.8264999999999999,0.862274749999999,0.7913064038133627,0.7807418946198945
7671,0.8706111502249376,33,0.795405555526999,9,0.8795498004498757,0.7742488765950747,0.8782699999999994,0.8450749999999994,0.83449687905331,0.7986275898645365
7672,0.8540342515833483,68,0.7842314302628974,15,0.8309947531666967,0.7658802072440273,0.8813899999999996,0.8727575000000004,0.8047779776309528,0.8003873289325825
7673,0.8630654066123992,35,0.7809909116889732,11,0.8530770632247981,0.7856890244270021,0.9042800000000004,0.8418274999999998,0.7604103916813592,0.7921752062205292
7674,0.8434631490404302,33,0.7876514484586695,10,0.8285943536364158,0.7774627054063015,0.8491288888888888,0.8675350000000005,0.81386851393412,0.7818118690879551
7675,0.861313039778691,38,0.8110539103209136,12,0.8646985795573822,0.8269917427183865,0.8473700000000005,0.8684849999999991,0.8083917554417782,0.7818404004051028
7676,0.8476663835009386,34,0.7702554322629642,17,0.861936517001877,0.7896374486917382,0.8017849999999999,0.8650075000000002,0.7457636146524713,0.755983217015909
7677,0.817350406279473,33,0.7548561847807534,11,0.8043795625589455,0.7613773926605734,0.7924700000000001,0.8681725000000007,0.7463454285471004,0.750324525254767
7678,0.8516647489667422,34,0.7779973575898482,10,0.8483157479334841,0.7696909451474608,0.8450000000000002,0.8650275000000002,0.7987540992709974,0.7738534407934736
7679,0.8571150989141734,33,0.7519203620265267,10,0.8629501978283469,0.7604654154064237,0.8692700000000001,0.8332899999999996,0.7023465254341469,0.7844040918591126
7680,0.8207922843853207,32,0.7785811398087985,13,0.8145820687706411,0.7864423245367714,0.8239000000000004,0.8301050000000002,0.7596594169410349,0.7817804932206164
7681,0.8592220692704273,34,0.7752859470726152,10,0.8553653885408545,0.7612107422525345,0.8482100000000004,0.8779475000000001,0.7974533711275771,0.7812689326578147
7682,0.8388190261687039,33,0.7622601424830187,12,0.8491370160126215,0.7793333568661441,0.7944795726495724,0.8625224999999997,0.7610192225961823,0.7293546336036036
7683,0.8625491830285612,36,0.7800591340665988,11,0.8735596160571224,0.780059899462623,0.83754,0.8655375000000004,0.7976868418641628,0.7624298954769863
7686,0.8572159666183816,33,0.7979760386580226,11,0.8573444332367627,0.7977555402915573,0.8466800000000001,0.8674950000000008,0.8150853968341637,0.7813076772148123
7687,0.8413493746348952,36,0.7541945558234734,13,0.8302549992697905,0.761514019519044,0.8603999999999998,0.8444875000000002,0.7217022428416215,0.7720479414141843
7688,0.8558348111398012,33,0.7676727846868712,12,0.8597171222796022,0.757306184642943,0.8598500000000004,0.8440549999999999,0.774007156458568,0.782071613003031
7689,0.8855180667163506,33,0.7817115354506827,12,0.8856111334327019,0.7762696298997492,0.89432,0.8765299999999986,0.7731794173071662,0.8011274646960661
7690,0.8474942960674238,33,0.762570186003279,19,0.862298592134848,0.7807249468036193,0.8519799999999995,0.8133999999999992,0.7225649710721892,0.7662658793336884
7691,0.862450782179625,32,0.7685421027801924,14,0.85724281435925,0.7734576151129913,0.8774800000000001,0.8578375,0.7453751810728091,0.7818779998219783
7692,0.8623825604331803,34,0.7755203121021095,11,0.8703246208663605,0.7900448813171822,0.8831534999999998,0.8257275,0.7401639681375973,0.7818275176364757
7694,0.876789743970575,34,0.7721525630333395,12,0.8817057379411496,0.7745873306034633,0.89338,0.8503675000000008,0.7575353392713776,0.7819002516550536
7696,0.859053702775035,33,0.7711384628472182,14,0.8557324055500694,0.7664550404334953,0.8588000000000006,0.8659500000000007,0.7697676217625837,0.7818761487592985
7697,0.8610185351284374,34,0.7766013672092384,11,0.8607633202568747,0.7788218534910025,0.8663400000000001,0.8562075,0.7669343695785265,0.7818273922764224
7698,0.8568905806062718,50,0.7794794635857868,15,0.862486161212544,0.7875094575275154,0.8439899999999999,0.8585999999999993,0.7634486779477259,0.7794502613403903
7699,0.8070754682738037,34,0.7409317324651954,11,0.7625271865476075,0.7077482530253759,0.8589600000000003,0.8442874999999997,0.7665412317963683,0.7816891920136613
7701,0.8528036647473513,90,0.7668758057750703,10,0.8243235794947026,0.7611615157621368,0.8856700000000002,0.8768974999999997,0.7628038779765807,0.7823763135994272
7702,0.8783084806073517,33,0.7844820999978497,14,0.876913211214703,0.7833096766438306,0.8713700000000004,0.8880375000000003,0.7891046549643941,0.7822043917393434
7703,0.8558813250193837,51,0.7790407408279597,12,0.8507889000387673,0.7791564150619955,0.8959400000000004,0.8260075000000002,0.7759756894566688,0.7818744437311786
7704,0.8666921472131393,33,0.7740389297803274,9,0.8714630444262786,0.7721940829331497,0.8804800000000002,0.8433624999999993,0.7554140124888675,0.7963535407661423
7705,0.8507368100281383,32,0.7697396386997701,17,0.8320136200562764,0.769038969745358,0.8619000000000001,0.8770199999999997,0.7596047025648242,0.7812759127435405
7706,0.876989119324476,33,0.7771481526550568,12,0.8744532386489517,0.7716396037866913,0.8935000000000002,0.8655500000000003,0.7811158234845503,0.784197579562294
7707,0.8244033433361461,34,0.7371977383761643,11,0.8236254366722925,0.735083820568016,0.8790600000000002,0.771302499999999,0.6967962055142093,0.7818271068544159
